Manual,MetaDataUpdateClass.LoadObjectTablesToTenantZero,00:00:15.3792930
Generated,InfrastructureModelUpdateClass,00:00:09.5808300
Generated,SystemLogsModelUpdateClass,00:00:00.7062100
Generated,ShipmentsModelUpdateClass,00:00:06.5047060
Generated,MasterModelUpdateClass,00:00:00.7215214
Generated,QuoteModelUpdateClass,00:00:00.6345102
Generated,InvoiceModelUpdateClass,00:00:00.6257822
Generated,CommonDataModelUpdateClass,00:00:00.7207090
Generated,GlobalModelUpdateClass,00:00:00.6294011
Generated,InfrastructureUpdateClass,00:00:00.6607629
Manual,MetaDataUpdateClass.LoadUpdateTenantZero,00:00:00.1144588
Manual,MetaDataUpdateClass.LoadTranslationHeaders,00:00:00.0082299
Manual,MetaDataUpdateClass.LoadMeasurements,00:00:00.0348657
Manual,MetaDataUpdateClass.LoadCreditCardTypes,00:00:04.7056534
Manual,MetaDataUpdateClass.LoadMoveTypes,00:00:00.2802545
Manual,MetaDataUpdateClass.LoadObjectTableHelperControls,00:00:00.0684878
Manual,MetaDataUpdateClass.LoadEntityStatus,00:00:00.0000001
Manual,MetaDataUpdateClass.LoadEventTypes,00:00:00.7108893
Manual,MetaDataUpdateClass.LoadRanks,00:00:00.0209648
Generated,AccountingUpdateClass,00:00:00.6958501
Manual,AccountingUpdate.LoadObjectTableHelperControls,00:00:00.0020607
Manual,AccountingUpdate.LoadMenustables,00:00:00.2848309
Manual,AccountingUpdate.LoadEventTypes,00:00:00.1141523
Manual,AccountingUpdate.FillTaxWithholdingAssessOffice,00:00:06.9989664
Manual,AccountingUpdate.FillAccountingCompanyType,00:00:00.0250535
Manual,AccountingUpdate.FillWithholdingTaxDeductionTypes,00:00:00.1532170
Generated,TariffModuleUpdateClass,00:00:00.4390144
Generated,TimeManagementUpdateClass,00:00:00.7273618
Generated,WarehouseLibUpdateClass,00:00:00.4043002
Manual,WarehouseUpdate.CreateTableCounters,00:00:00.0477864
Generated,ShipmentOrderModuleUpdateClass,00:00:00.6520506
Generated,SocialUpdateClass,00:00:00.6775515
Generated,BookingLibUpdateClass,00:00:00.4299631
Manual,BookingUpdate.LoadObjectTableHelperControls,00:00:00.0001318
Generated,CRMUpdateClass,00:00:00.6571247
Manual,CRMUpdate.LoadObjectTableHelperControls,00:00:00.0353549
Manual,CRMUpdate.LoadMenustables,00:00:00.2090558
Manual,CRMUpdate.LoadOpportunityClosingReasons,00:00:05.6250688
Manual,CRMUpdate.LoadOpportunityTypes,00:00:00.0153583
Manual,MetaDataUpdateClass.LoadMenustables,00:00:00.2715870
Manual,MetaDataUpdateClass.LoadDefaultReports,00:00:00.2574009
Manual,MetaDataUpdateClass.CreateMasterCounter,00:00:00.0051625
Manual,MetaDataUpdateClass.LoadEmailAlertSettings,00:00:00.0466266
Manual,MetaDataUpdateClass.UpdateShipmentLogboxAuomationObjectFields,00:00:00.3148903
Manual,MetaDataUpdateClass.LoadObjectTableRulesANDFieldsValidations,00:00:01.0584285
Manual,MetadataUpdateUtility.RunPostDeleteProcedure,00:00:01.4421174
,Total,00:01:03.6987676
